"ipm_id"	"demographic_parameter"	"formula"	"model_type"	"kernel_id"
"aaa224"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa224"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa224"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa224"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa224"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa225"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa225"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa225"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa225"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa225"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa225"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa225"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa225"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa225"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa225"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa225"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa225"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa225"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa226"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa226"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa226"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa226"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa226"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa226"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa226"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa226"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa226"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa226"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa226"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa226"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa226"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa227"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa227"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa227"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa227"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa227"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa227"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa227"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa227"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa227"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa227"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa227"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa227"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa228"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa228"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa228"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa228"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa228"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa228"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa228"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa228"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa228"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa228"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa228"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa228"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa229"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa229"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa229"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa229"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa229"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa229"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa229"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa229"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa229"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa229"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa229"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa229"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa230"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa230"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa230"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa230"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa230"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa230"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa230"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa230"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa230"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa230"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa230"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa230"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa231"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa231"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa231"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa231"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa231"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa231"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa231"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa231"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa231"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa231"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa231"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa231"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa232"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa232"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa232"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa232"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa232"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa232"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa232"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa232"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa232"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa232"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa232"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa232"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa233"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa233"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa233"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa233"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa233"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa233"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa233"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa233"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa233"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa233"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa233"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa233"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa234"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa234"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa234"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa234"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa234"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa234"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa234"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa234"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa234"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa234"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa234"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa234"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa235"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa235"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa235"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa235"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa235"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa235"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa235"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa235"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa235"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa235"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa235"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa235"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa236"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa236"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa236"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa236"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa236"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa236"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa236"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa236"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa236"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa236"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa236"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa236"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa237"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa237"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa237"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa237"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa237"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa237"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa237"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa237"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa237"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa237"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa237"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa237"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa238"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa238"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa238"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa238"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa238"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa238"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa238"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa238"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa238"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa238"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa238"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa238"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa239"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa239"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa239"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa239"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
