"ipm_id","demographic_parameter","formula","model_type","kernel_id"
"aaaa80","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa80","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa80","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa80","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa80","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa80","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa80","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa81","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa81","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa81","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa81","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa81","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa81","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa81","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa81","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa81","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa81","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa81","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa81","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa81","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa82","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa82","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa82","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa82","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa82","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa82","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa82","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa82","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa82","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa82","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa82","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa82","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa82","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa83","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa83","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa83","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa83","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa83","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa83","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa83","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa83","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa83","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa83","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa83","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa83","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa83","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa84","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa84","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa84","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa84","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa84","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa84","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa84","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa84","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa84","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa84","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa84","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa84","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa84","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa85","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa85","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa85","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa85","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa85","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa85","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa85","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa85","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa85","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa85","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa85","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa85","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa85","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa86","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa86","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa86","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa86","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa86","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa86","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa86","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa86","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa86","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa86","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa86","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa86","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa86","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa87","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa87","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa87","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa87","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa87","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa87","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa87","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa87","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa87","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa87","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa87","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa87","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa87","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa88","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa88","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa88","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa88","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa88","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa88","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa88","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa88","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa88","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa88","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa88","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa88","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa88","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa89","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa89","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa89","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa89","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa89","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa89","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa89","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa89","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa89","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa89","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa89","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa89","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa89","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa90","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa90","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa90","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa90","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa90","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa90","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa90","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa90","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa90","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa90","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa90","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa90","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa90","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa91","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa91","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa91","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa91","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa91","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa91","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa91","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa91","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa91","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa91","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa91","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa91","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa91","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa92","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa92","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa92","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa92","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa92","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa92","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa92","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa92","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa92","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa92","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa92","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa92","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa92","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa93","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa93","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa93","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa93","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa93","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa93","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa93","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa93","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa93","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa93","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa93","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa93","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa93","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa94","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa94","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa94","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa94","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa94","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa94","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
"aaaa94","Fecundity","rep_p = fl_p * germ_p","Evaluated","F"
"aaaa94","Fecundity","fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + fl_g * gdd10))","Evaluated","F"
"aaaa94","Fecundity","germ_p = exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip) / (1 + exp(germ_i + germ_g * gdd5 + germ_fr * annfrost + germ_per * precip))","Evaluated","F"
"aaaa94","Fecundity","sdl_s = Norm(sdl_mean, sdl_sd)","Substituted","F"
"aaaa94","Fecundity","n_infl = exp(infl_n)","Evaluated","F"
"aaaa94","Fecundity","n_fl = exp(fl_n)","Evaluated","F"
"aaaa94","Fecundity","n_seed = exp(seed_i + seed_s * ((log(fl_n) - sdmlv) / sdslv ))","Evaluated","F"
"aaaa95","Survival","s = ssurv * wsurv","Evaluated","P"
"aaaa95","Survival","ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))","Evaluated","P"
"aaaa95","Survival","wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))","Evaluated","P"
"aaaa95","Growth","g = Norm( g_mean, g_sd)","Substituted","P"
"aaaa95","Growth","g_mean = sign(growth) * abs(growth) ^ (1/3)","Evaluated","P"
"aaaa95","Growth","growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)","Evaluated","P"
