"ipm_id"	"demographic_parameter"	"formula"	"model_type"	"kernel_id"
"aaa172"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa172"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa172"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa172"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa172"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa172"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa172"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa173"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa173"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa173"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa173"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa173"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa173"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa173"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa173"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa173"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa173"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa173"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa173"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa173"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa174"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa174"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa174"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa174"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa174"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa174"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa174"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa174"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa174"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa174"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa174"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa174"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa174"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa175"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa175"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa175"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa175"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa175"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa175"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa175"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa175"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa175"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa175"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa175"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa175"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa175"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa176"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa176"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa176"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa176"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa176"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa176"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa176"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa176"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa176"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa176"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa176"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa176"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa176"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa177"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa177"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa177"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa177"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa177"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa177"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa177"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa177"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa177"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa177"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa177"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa177"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa177"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa178"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa178"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa178"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa178"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa178"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa178"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa178"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa178"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa178"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa178"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa178"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa178"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa178"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa179"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa179"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa179"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa179"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa179"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa179"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa179"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa179"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa179"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa179"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa179"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa179"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa179"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa180"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa180"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa180"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa180"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa180"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa180"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa180"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa180"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa180"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa180"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa180"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa180"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa180"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa181"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa181"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa181"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa181"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa181"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa181"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa181"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa181"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa181"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa181"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa181"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa181"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa181"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa182"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa182"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa182"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa182"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa182"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa182"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa182"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa182"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa182"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa182"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa182"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa182"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa182"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa183"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa183"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa183"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa183"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa183"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa183"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa183"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa183"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa183"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa183"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa183"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa183"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa183"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa184"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa184"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa184"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa184"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa184"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa184"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa184"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa184"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa184"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa184"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa184"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa184"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa184"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa185"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa185"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa185"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa185"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa185"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa185"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa185"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa185"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa185"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa185"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa185"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa185"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa185"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa186"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa186"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa186"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa186"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa186"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa186"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa186"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa186"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa186"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa186"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa186"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa186"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa186"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa187"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa187"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa187"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa187"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa187"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
